Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Niger,Nigeria,2021-06-23 04:31:11,9.9309,5.5983,223,0,,,,4.0135004797302924,,,0.0,56627,NGA,,,,
Ogun,Nigeria,2021-06-23 04:31:11,6.997999999999998,3.4737,1394,0,,,,26.71667066586223,,,0.0,56628,NGA,,,,
Ondo,Nigeria,2021-06-23 04:31:11,6.9149,5.1478,1155,0,,,,24.72336057897615,,,0.0,56629,NGA,,,,
Osun,Nigeria,2021-06-23 04:31:11,7.5629,4.52,524,0,,,,11.135694171335404,,,0.0,56630,NGA,,,,
Oyo,Nigeria,2021-06-23 04:31:11,8.1574,3.6147,2760,0,,,,35.200202426671346,,,0.0,56631,NGA,,,,
Plateau,Nigeria,2021-06-23 04:31:11,9.2182,9.5179,1188,0,,,,28.28273786425333,,,0.0,56632,NGA,,,,
Rivers,Nigeria,2021-06-23 04:31:11,4.8396,6.9112,1791,0,,,,24.5210656627862,,,0.0,56633,NGA,,,,
Sokoto,Nigeria,2021-06-23 04:31:11,13.0533,5.3223,154,0,,,,3.0811770096176736,,,0.0,56634,NGA,,,,
Taraba,Nigeria,2021-06-23 04:31:11,7.9994,10.774,54,0,,,,1.7607734882292292,,,0.0,56635,NGA,,,,
Yobe,Nigeria,2021-06-23 04:31:11,12.2939,11.439,67,0,,,,2.0339166221684164,,,0.0,56636,NGA,,,,
Zamfara,Nigeria,2021-06-23 04:31:11,12.1222,6.2236,77,0,,,,1.7052650834572234,,,0.0,56637,NGA,,,,
Azad Jammu and Kashmir,Pakistan,2021-06-23 04:31:11,34.027401,73.947253,20019,574,19031,414,,494.8625167660973,,,2.867276087716669,58601,PAK,,,1127,41
Balochistan,Pakistan,2021-06-23 04:31:11,28.328492,65.898403,26776,303,25724,749,,216.90793110532314,,,1.1316103973707798,58602,PAK,,,2035,31
Gilgit-Baltistan,Pakistan,2021-06-23 04:31:11,35.792146,74.982138,5850,111,5610,129,,577.1598604555716,,,1.8974358974358971,58603,PAK,,,315,1
Islamabad,Pakistan,2021-06-23 04:31:11,33.665087,73.121219,82431,775,80624,1032,,4108.050944596057,,,0.9401802719850542,58604,PAK,,,1865,29
Khyber Pakhtunkhwa,Pakistan,2021-06-23 04:31:11,34.485332,72.09169,137247,4280,130898,2069,,449.6456174516242,,,3.1184652487850375,58605,PAK,,,6960,304
Punjab,Pakistan,2021-06-23 04:31:11,30.811346,72.13913199999998,345251,10672,325234,9345,,313.8290485361647,,,3.091084457394765,58606,PAK,,,9564,820
Sindh,Pakistan,2021-06-23 04:31:11,26.009446,68.77680699999999,333194,5358,308569,19267,,695.8059665433677,,,1.6080721741688029,58607,PAK,,,22120,408
Amazonas,Peru,2021-06-23 04:31:11,-5.077253,-78.050172,29518,1141,,28377,,6916.119962511715,,,3.86543803780744,60401,PER,,,1344,80
Ancash,Peru,2021-06-23 04:31:11,-9.407125,-77.67179499999997,71806,6369,,65437,,6082.1616127392845,,,8.869732334345318,60402,PER,,,3428,336
Apurimac,Peru,2021-06-23 04:31:11,-14.027713,-72.975378,24046,1389,,22657,,5583.004411423264,,,5.77642851201863,60403,PER,,,1577,104
Arequipa,Peru,2021-06-23 04:31:11,-15.843524,-72.475539,94166,8304,,85862,,6288.633631628156,,,8.818469511288576,60404,PER,,,13379,1121
Ayacucho,Peru,2021-06-23 04:31:11,-14.091648,-74.08344,29994,1937,,28057,,4488.775815624063,,,6.45795825831833,60405,PER,,,1602,101
Cajamarca,Peru,2021-06-23 04:31:11,-6.430284,-78.74559599999998,60925,3850,,57075,,4191.029786063149,,,6.319244973327862,60406,PER,,,3687,201
Callao,Peru,2021-06-23 04:31:11,-11.954609,-77.136042,96596,9666,,86930,,8549.075139392866,,,10.006625533148373,60407,PER,,,2127,257
Cusco,Peru,2021-06-23 04:31:11,-13.191068,-72.153609,65728,4361,,61367,,4843.268734802152,,,6.6349196689386565,60408,PER,,,4740,339
Huancavelica,Peru,2021-06-23 04:31:11,-13.023888,-75.00277,15087,1094,,13993,,4130.030112236518,,,7.251275932922383,60409,PER,,,680,56
Huanuco,Peru,2021-06-23 04:31:11,-9.421676,-76.040642,33258,2552,,30706,,4374.325923977377,,,7.673341752360335,60410,PER,,,1582,163
Ica,Peru,2021-06-23 04:31:11,-14.235097,-75.574821,54139,7821,,46318,,5551.579163248564,,,14.446147878608766,60411,PER,,,2469,392
Junin,Peru,2021-06-23 04:31:11,-11.541783,-74.876968,76602,6540,,70062,,5626.294528094014,,,8.5376360930524,60412,PER,,,6359,575
La Libertad,Peru,2021-06-23 04:31:11,-7.92139,-78.370238,81381,9765,,71616,,4035.154700515669,,,11.999115272606629,60413,PER,,,5979,510
Lambayeque,Peru,2021-06-23 04:31:11,-6.353049,-79.824113,56772,8050,,48722,,4331.095514189808,,,14.179525118015926,60414,PER,,,2179,362
Lima,Peru,2021-06-23 04:31:11,-11.766533,-76.60449799999998,899569,85692,,813877,,8463.743707955027,,,9.525895178691128,60415,PER,,,27841,2406
Loreto,Peru,2021-06-23 04:31:11,-4.124847,-74.424115,40751,4012,,36739,,3965.6481121058778,,,9.845157174057078,60416,PER,,,1103,52
Madre de Dios,Peru,2021-06-23 04:31:11,-11.972699,-70.53171999999998,13448,738,,12710,,7737.6294591484475,,,5.487804878048781,60417,PER,,,400,498
Moquegua,Peru,2021-06-23 04:31:11,-16.860271,-70.839046,25784,1367,,24417,,13380.384016606124,,,5.301737511635123,60418,PER,,,1481,81
Pasco,Peru,2021-06-23 04:31:11,-10.39655,-75.307635,14589,964,,13625,,5365.57557925708,,,6.607718143806977,60419,PER,,,647,70
Piura,Peru,2021-06-23 04:31:11,-5.133361,-80.335861,80812,11422,,69390,,3945.8984375,,,14.134039499084293,60420,PER,,,4304,475
Puno,Peru,2021-06-23 04:31:11,-14.995826999999998,-69.922726,34007,3581,,30426,,2746.930533117932,,,10.530184961919606,60421,PER,,,2315,350
San Martin,Peru,2021-06-23 04:31:11,-7.039531,-76.729127,45266,2847,,42419,,5031.791907514451,,,6.289488799540495,60422,PER,,,1954,146
Tacna,Peru,2021-06-23 04:31:11,-17.644160999999997,-70.27756,26731,1804,,24927,,7205.121293800539,,,6.7487187160974145,60423,PER,,,1877,127
Tumbes,Peru,2021-06-23 04:31:11,-3.857496,-80.54525500000003,17194,1495,,15699,,6836.580516898608,,,8.694893567523554,60424,PER,,,890,54
Ucayali,Peru,2021-06-23 04:31:11,-9.621718,-73.444929,31547,2996,,28551,,5355.117976574436,,,9.496941072051225,60425,PER,,,483,83
Unknown,Peru,2021-06-23 04:31:11,,,10895,888,1988382,-1978375,,,,,8.15052776502983,60426,PER,,,10895,888
Adygea Republic,Russia,2021-06-23 04:31:11,44.6939006,40.1520421,14885,232,14346,307,,3283.146880293619,,,1.5586160564326503,64301,RUS,,,248,33
Altai Krai,Russia,2021-06-23 04:31:11,52.6932243,82.69314240000001,53169,2398,47143,3628,,2262.4336192810456,,,4.510146890105137,64302,RUS,,,1839,149
Altai Republic,Russia,2021-06-23 04:31:11,50.7114101,86.8572186,17536,248,16907,381,,8041.7127160499485,,,1.4142335766423355,64303,RUS,,,551,3
Amur Oblast,Russia,2021-06-23 04:31:11,52.8032368,128.437295,23466,299,22748,419,,2939.039908619981,,,1.2741839256797067,64304,RUS,,,762,7
Arkhangelsk Oblast,Russia,2021-06-23 04:31:11,63.5589686,43.1221646,65601,1020,62859,1722,,5679.602572405172,,,1.554854346732519,64305,RUS,,,2157,50
Astrakhan Oblast,Russia,2021-06-23 04:31:11,47.1878186,47.608851,35222,825,33948,449,,3461.5739930851073,,,2.3422860712054967,64306,RUS,,,1210,55
Bashkortostan Republic,Russia,2021-06-23 04:31:11,54.8573563,57.1439682,40306,568,38086,1652,,991.9540628746192,,,1.4092194710464945,64307,RUS,,,2617,56
Belgorod Oblast,Russia,2021-06-23 04:31:11,50.7080119,37.5837615,40197,734,37993,1470,,2593.562323695573,,,1.8260069159390004,64308,RUS,,,1764,51
Bryansk Oblast,Russia,2021-06-23 04:31:11,52.8873315,33.41585300000001,42461,416,41028,1017,,3506.327922297772,,,0.9797225689456208,64309,RUS,,,2544,78
Buryatia Republic,Russia,2021-06-23 04:31:11,52.7182426,109.492143,41922,1049,39774,1099,,4258.154555916593,,,2.502266113257955,64310,RUS,,,3700,142
Chechen Republic,Russia,2021-06-23 04:31:11,43.39761470000001,45.6985005,12553,147,12256,150,,873.5675697869352,,,1.1710348123954433,64311,RUS,,,312,12
Chelyabinsk Oblast,Russia,2021-06-23 04:31:11,54.4223954,61.1865846,63801,1741,59972,2088,,1826.5199671575094,,,2.7287973542734436,64312,RUS,,,2481,153
Chukotka Autonomous Okrug,Russia,2021-06-23 04:31:11,66.0006475,169.4900869,790,8,743,39,,1600.8754154170379,,,1.0126582278481011,64313,RUS,,,21,1
Chuvashia Republic,Russia,2021-06-23 04:31:11,55.4259922,47.0849429,26845,1508,24547,790,,2180.5401111348474,,,5.617433414043584,64314,RUS,,,1350,93
Dagestan Republic,Russia,2021-06-23 04:31:11,43.05749160000001,47.1332224,34832,1522,32113,1197,,1136.857290662019,,,4.369545245751033,64315,RUS,,,1429,35
Ingushetia Republic,Russia,2021-06-23 04:31:11,43.11542075,45.01713552,16019,190,15632,197,,3282.292748794676,,,1.1860915163243648,64316,RUS,,,311,1
Irkutsk Oblast,Russia,2021-06-23 04:31:11,56.6370122,104.719221,72466,2613,68749,1104,,3014.1481868151286,,,3.6058289404686334,64317,RUS,,,3237,176
Ivanovo Oblast,Russia,2021-06-23 04:31:11,56.9167446,41.43521370000001,37618,1268,35480,870,,3707.499955649557,,,3.3707267797331064,64318,RUS,,,1685,69
Jewish Autonomous Okrug,Russia,2021-06-23 04:31:11,48.57527615,132.66307460000002,4617,147,4357,113,,2849.7537249867296,,,3.1838856400259914,64319,RUS,,,122,4
Kabardino-Balkarian Republic,Russia,2021-06-23 04:31:11,43.4806048,43.5978976,24668,486,23863,319,,2849.0647103119786,,,1.9701637749310847,64320,RUS,,,416,20
Kaliningrad Oblast,Russia,2021-06-23 04:31:11,54.7293041,21.1489473,35190,535,33936,719,,3538.1093284831372,,,1.5203182722364308,64321,RUS,,,1875,49
Kalmykia Republic,Russia,2021-06-23 04:31:11,46.2313018,45.3275745,21262,401,20549,312,,7720.042263800185,,,1.8859937917411345,64322,RUS,,,498,30
Kaluga Oblast,Russia,2021-06-23 04:31:11,54.4382773,35.5272854,36826,360,35180,1286,,3638.731453595453,,,0.9775701949709444,64323,RUS,,,1438,24
Kamchatka Krai,Russia,2021-06-23 04:31:11,57.1914882,160.03838190000005,14967,238,14096,633,,4743.041669175458,,,1.5901650297320773,64324,RUS,,,298,7
Karachay-Cherkess Republic,Russia,2021-06-23 04:31:11,43.7368326,41.7267991,20730,165,20314,251,,4445.588187988548,,,0.7959479015918958,64325,RUS,,,355,47
Karelia Republic,Russia,2021-06-23 04:31:11,62.61940309999999,33.4920267,48757,604,46904,1249,,7832.65112035008,,,1.2387964805053633,64326,RUS,,,1810,71
Kemerovo Oblast,Russia,2021-06-23 04:31:11,54.53357809999999,87.342861,38682,782,37109,791,,1435.3901866393162,,,2.021612119331989,64327,RUS,,,1969,71
Khabarovsk Krai,Russia,2021-06-23 04:31:11,51.6312684,136.121524,54165,458,51701,2006,,4077.762436554338,,,0.8455644789070433,64328,RUS,,,1748,52
Khakassia Republic,Russia,2021-06-23 04:31:11,53.72258845,91.44293627,24159,572,22812,775,,4494.588968080772,,,2.367647667535908,64329,RUS,,,1130,24
Khanty-Mansi Autonomous Okrug,Russia,2021-06-23 04:31:11,61.0259025,69.0982628,59025,804,57277,944,,3852.195767903655,,,1.3621346886912324,64330,RUS,,,1795,7
Kirov Oblast,Russia,2021-06-23 04:31:11,57.9665589,49.4074599,45838,382,43314,2142,,3572.0575606395696,,,0.8333696932675946,64331,RUS,,,2165,21
Komi Republic,Russia,2021-06-23 04:31:11,63.9881421,54.3326073,45291,986,43869,436,,5386.18792611964,,,2.177032964606654,64332,RUS,,,1275,26
Kostroma Oblast,Russia,2021-06-23 04:31:11,58.424756,44.2533273,22479,503,19531,2445,,3494.195770715845,,,2.2376440233106454,64333,RUS,,,1110,37
Krasnodar Krai,Russia,2021-06-23 04:31:11,45.7684014,39.0261044,50683,3281,44952,2450,,904.501179636722,,,6.4735710198685945,64334,RUS,,,2798,323
Krasnoyarsk Krai,Russia,2021-06-23 04:31:11,63.3233807,97.0979974,76030,3888,69491,2651,,2643.145464778861,,,5.1137708799158235,64335,RUS,,,3026,183
Kurgan Oblast,Russia,2021-06-23 04:31:11,55.7655302,64.5632681,22042,435,21047,560,,2606.8640402489773,,,1.973505126576536,64336,RUS,,,859,24
Kursk Oblast,Russia,2021-06-23 04:31:11,51.6568453,36.4852695,39913,901,38239,773,,3578.8805428801234,,,2.257409866459549,64337,RUS,,,1824,106
Leningrad Oblast,Russia,2021-06-23 04:31:11,60.1853296,32.3925325,47476,1672,44261,1543,,2617.465057095097,,,3.5217794253938832,64338,RUS,,,2753,288
Lipetsk Oblast,Russia,2021-06-23 04:31:11,52.6935178,39.1122664,32923,847,29764,2312,,2862.369272848833,,,2.5726695623120617,64339,RUS,,,1590,112
Magadan Oblast,Russia,2021-06-23 04:31:11,62.48858785,153.9903764,8593,114,8362,117,,5963.592451992144,,,1.3266612358896777,64340,RUS,,,155,7
Mari El Republic,Russia,2021-06-23 04:31:11,56.5767504,47.8817512,14036,275,13504,257,,2057.060115808557,,,1.9592476489028208,64341,RUS,,,596,34
Mordovia Republic,Russia,2021-06-23 04:31:11,54.4419829,44.4661144,21630,314,19375,1941,,2686.769616026711,,,1.4516874711049468,64342,RUS,,,831,41
Moscow,Russia,2021-06-23 04:31:11,55.7504461,37.6174943,1300709,21598,1123295,155816,,10400.29047369729,,,1.6604790156752969,64343,RUS,,,134628,1805
Moscow Oblast,Russia,2021-06-23 04:31:11,55.50431579999999,38.0353929,294224,6367,240888,46969,,3921.2168907766295,,,2.163997498504541,64344,RUS,,,26353,278
Murmansk Oblast,Russia,2021-06-23 04:31:11,68.00004179999999,33.9999151,52807,1270,48878,2659,,7007.698156874661,,,2.404984187702388,64345,RUS,,,1639,65
Nenets Autonomous Okrug,Russia,2021-06-23 04:31:11,68.27557185,57.1686375,1162,5,1114,43,,2641.0891651703523,,,0.43029259896729777,64346,RUS,,,56,0
Nizhny Novgorod Oblast,Russia,2021-06-23 04:31:11,55.47180329999999,44.0911594,122255,4022,115124,3109,,3779.42420315375,,,3.2898449961146783,64347,RUS,,,4885,481
North Ossetia - Alania Republic,Russia,2021-06-23 04:31:11,42.79336110000001,44.6324493,17197,226,16499,472,,2450.535435651536,,,1.31418270628598,64348,RUS,,,239,18
Novgorod Oblast,Russia,2021-06-23 04:31:11,58.2843833,32.5169757,31789,182,30926,681,,5241.592412560432,,,0.5725250872943471,64349,RUS,,,1019,35
Novosibirsk Oblast,Russia,2021-06-23 04:31:11,54.9720169,79.48139240000002,45545,2001,40878,2666,,1633.1110074442895,,,4.393457020529147,64350,RUS,,,2582,143
Omsk Oblast,Russia,2021-06-23 04:31:11,56.09352629999999,73.5099936,49291,1473,46763,1055,,2514.7430131713945,,,2.988375159765474,64351,RUS,,,2096,46
Orel Oblast,Russia,2021-06-23 04:31:11,52.96854329999999,36.0692477,36728,721,34862,1145,,4915.108391201303,,,1.9630799390111089,64352,RUS,,,1341,72
Orenburg Oblast,Russia,2021-06-23 04:31:11,52.02692620000001,54.7276647,45952,1069,42274,2609,,2323.483607386283,,,2.3263405292479113,64353,RUS,,,2023,114
Penza Oblast,Russia,2021-06-23 04:31:11,53.1655415,44.78791810000001,48928,937,45355,2636,,3674.224930631433,,,1.9150588620013083,64354,RUS,,,2085,156
Perm Krai,Russia,2021-06-23 04:31:11,58.5951603,56.3159546,59792,2624,54101,3067,,2279.421239271372,,,4.388546962804388,64355,RUS,,,2866,231
Primorsky Krai,Russia,2021-06-23 04:31:11,45.0819456,134.726645,45822,752,42111,2959,,2395.2490202750914,,,1.6411330801798265,64356,RUS,,,1574,20
Pskov Oblast,Russia,2021-06-23 04:31:11,57.5358729,28.8586826,38828,446,33127,5255,,6099.794830224367,,,1.1486556093540743,64357,RUS,,,1274,49
Rostov Oblast,Russia,2021-06-23 04:31:11,47.6222451,40.7957942,97696,4619,89534,3543,,2314.823151643473,,,4.727931542744841,64358,RUS,,,4607,269
Ryazan Oblast,Russia,2021-06-23 04:31:11,54.42267320000001,40.57052460000001,30434,577,28867,990,,2713.7499398113555,,,1.8959058947230072,64359,RUS,,,1446,65
Saint Petersburg,Russia,2021-06-23 04:31:11,59.9606739,30.158655100000004,459466,15503,430992,12971,,8585.044474568544,,,3.3741343211467223,64360,RUS,,,24568,1344
Sakha (Yakutiya) Republic,Russia,2021-06-23 04:31:11,66.941626,129.642371,40599,749,36853,2997,,4210.073315151452,,,1.8448730264292224,64361,RUS,,,2791,96
Sakhalin Oblast,Russia,2021-06-23 04:31:11,49.7219665,143.448533,23999,59,23143,797,,4895.946599317395,,,0.24584357681570065,64362,RUS,,,1080,10
Samara Oblast,Russia,2021-06-23 04:31:11,53.2128813,50.8914633,66254,2192,63204,858,,2074.642541100493,,,3.3084794880309114,64363,RUS,,,1940,340
Saratov Oblast,Russia,2021-06-23 04:31:11,51.6520555,46.86319520000001,65198,1248,62049,1901,,2647.1507744777605,,,1.914169146292831,64364,RUS,,,3147,200
Smolensk Oblast,Russia,2021-06-23 04:31:11,55.03434960000001,33.0192065,33043,1084,30755,1204,,3480.599316583592,,,3.2805737977786515,64365,RUS,,,2282,92
Stavropol Krai,Russia,2021-06-23 04:31:11,44.86325770000001,43.4406913,56233,1624,53326,1283,,2007.838113254167,,,2.8879839240303737,64366,RUS,,,1730,144
Sverdlovsk Oblast,Russia,2021-06-23 04:31:11,58.6414755,61.8021546,92108,3709,85870,2529,,2129.5386908890478,,,4.026794632388067,64367,RUS,,,3304,349
Tambov Oblast,Russia,2021-06-23 04:31:11,52.9019574,41.3578918,34206,586,32630,990,,3309.5577193987333,,,1.7131497398117288,64368,RUS,,,1654,63
Tatarstan Republic,Russia,2021-06-23 04:31:11,55.7648572,52.43104273,22153,527,19743,1883,,568.8593846776455,,,2.3789103056019503,64369,RUS,,,853,33
Tomsk Oblast,Russia,2021-06-23 04:31:11,58.6124279,82.04753149999998,33679,459,31975,1245,,3123.4002299959197,,,1.3628670684996584,64370,RUS,,,936,33
Tula Oblast,Russia,2021-06-23 04:31:11,53.9570701,37.3690909,41614,2166,38808,640,,2789.413180235344,,,5.204979093574279,64371,RUS,,,1734,161
Tver Oblast,Russia,2021-06-23 04:31:11,57.1134475,35.174442799999994,44295,1155,40861,2279,,3450.107604101029,,,2.6075177785303083,64372,RUS,,,2501,161
Tyumen Oblast,Russia,2021-06-23 04:31:11,58.8206488,70.36588370000001,38142,637,36543,962,,1032.9866753331166,,,1.6700749829584185,64373,RUS,,,1652,90
Tyva Republic,Russia,2021-06-23 04:31:11,51.4017149,93.8582593,16163,203,15826,134,,5023.902624004575,,,1.255954958856648,64374,RUS,,,219,0
Udmurt Republic,Russia,2021-06-23 04:31:11,57.1961165,52.69598320000001,35034,1026,31901,2107,,2315.464718805269,,,2.9285836615858885,64375,RUS,,,1175,87
Ulyanovsk Oblast,Russia,2021-06-23 04:31:11,54.1463177,47.2324921,57915,1625,55355,935,,4645.769594214105,,,2.8058361391694726,64376,RUS,,,2462,267
Vladimir Oblast,Russia,2021-06-23 04:31:11,56.0503336,40.6561633,34787,1251,32302,1234,,2523.838509740361,,,3.596170983413344,64377,RUS,,,1486,81
Volgograd Oblast,Russia,2021-06-23 04:31:11,49.6048339,44.29035820000001,61780,1465,58676,1639,,2450.3465705460253,,,2.3713175785043705,64378,RUS,,,2519,201
Vologda Oblast,Russia,2021-06-23 04:31:11,60.0391461,43.1215213,47234,1142,43916,2176,,4014.144774022703,,,2.417749925900834,64379,RUS,,,1362,60
Voronezh Oblast,Russia,2021-06-23 04:31:11,50.9800393,40.15065070000001,88531,3140,83794,1597,,3793.479043332499,,,3.5467802238763824,64380,RUS,,,4400,269
Yamalo-Nenets Autonomous Okrug,Russia,2021-06-23 04:31:11,67.1471631,74.3415488,39669,426,38532,711,,7365.930921535169,,,1.0738864100431067,64381,RUS,,,670,9
Yaroslavl Oblast,Russia,2021-06-23 04:31:11,57.77819760000001,39.0021095,42900,675,40509,1716,,3389.4716216685997,,,1.573426573426573,64382,RUS,,,2293,80
Zabaykalsky Krai,Russia,2021-06-23 04:31:11,52.248521,115.956325,44934,704,42548,1682,,4188.455321838244,,,1.5667423331998038,64383,RUS,,,1791,40
Andalusia,Spain,2021-06-23 04:31:11,37.5443,-4.7278,610335,10019,10671,589645,,7242.264967685783,,,1.6415575053044642,72401,ESP,,,32694,150
Aragon,Spain,2021-06-23 04:31:11,41.5976,-0.9057,126243,3539,3772,118932,,9559.619744567945,,,2.8033237486434897,72402,ESP,,,2844,33
Asturias,Spain,2021-06-23 04:31:11,43.3614,-5.8593,53516,1975,1063,50478,,5235.349073815917,,,3.690485088571642,72403,ESP,,,1453,10
Baleares,Spain,2021-06-23 04:31:11,39.710358,2.995148,61283,844,1533,58906,,5157.546582282742,,,1.3772171727885385,72404,ESP,,,998,4
C. Valenciana,Spain,2021-06-23 04:31:11,39.484,-0.7533,398694,7407,9970,381317,,8013.999685224168,,,1.8578157684841008,72411,ESP,,,4679,29
Canarias,Spain,2021-06-23 04:31:11,28.2916,-16.6291,59484,786,1537,57161,,2695.3633171583137,,,1.3213637280613275,72405,ESP,,,3550,18
Cantabria,Spain,2021-06-23 04:31:11,43.1828,-3.9878,31060,568,2287,28205,,5340.063716278598,,,1.828718609143593,72406,ESP,,,996,5
Castilla - La Mancha,Spain,2021-06-23 04:31:11,39.2796,-3.0977,195942,6000,6392,183550,,9629.181518096673,,,3.062130630492697,72407,ESP,,,5466,95
Castilla y Leon,Spain,2021-06-23 04:31:11,41.8357,-4.3976,234686,6917,8716,219053,,9747.177116399534,,,2.9473424064494687,72408,ESP,,,5032,41
Catalonia,Spain,2021-06-23 04:31:11,41.5912,1.5209,636053,14728,26203,595122,,8406.248599901328,,,2.31553030958112,72409,ESP,,,26856,208
Ceuta,Spain,2021-06-23 04:31:11,35.8894,-5.3213,5975,116,163,5696,,7043.58179396197,,,1.9414225941422596,72410,ESP,,,178,2
Extremadura,Spain,2021-06-23 04:31:11,39.4937,-6.0679,76916,1807,2652,72457,,7219.285467569719,,,2.349316137084612,72412,ESP,,,1415,8
Galicia,Spain,2021-06-23 04:31:11,42.5751,-8.1339,128834,2421,9204,117209,,4770.850390732477,,,1.8791623329245384,72413,ESP,,,2652,23
La Rioja,Spain,2021-06-23 04:31:11,42.2871,-2.5396,31752,775,3107,27870,,10125.936390801446,,,2.440791131267322,72419,ESP,,,1173,4
Madrid,Spain,2021-06-23 04:31:11,40.4168,-3.7038,727592,15409,40736,671447,,10954.990244139672,,,2.117807782383533,72414,ESP,,,17067,203
Melilla,Spain,2021-06-23 04:31:11,35.2923,-2.9381,9232,97,125,9010,,10901.06153101347,,,1.050693240901213,72415,ESP,,,186,0
Murcia,Spain,2021-06-23 04:31:11,37.9922,-1.1307,114310,1606,2180,110524,,7683.863885839736,,,1.4049514478173388,72416,ESP,,,1732,13
Navarra,Spain,2021-06-23 04:31:11,42.6954,-1.6761,63585,1180,3905,58500,,9783.120443852258,,,1.8557835967602423,72417,ESP,,,1597,10
Pais Vasco,Spain,2021-06-23 04:31:11,42.9896,-2.6189,203199,4525,16160,182514,,9330.12838172902,,,2.2268810378003834,72418,ESP,,,6563,122
Unknown,Spain,2021-06-23 04:31:11,,,0,0,,0,,,,,,72420,ESP,,,0,0
Blekinge,Sweden,2021-06-23 04:31:11,56.2784,15.018,12820,130,,12690,,8032.27948823979,,,1.0140405616224648,75201,SWE,,,356,1
Dalarna,Sweden,2021-06-23 04:31:11,61.0917,14.6664,26994,343,,26651,,9374.02332219776,,,1.2706527376454029,75202,SWE,,,704,5
Gavleborg,Sweden,2021-06-23 04:31:11,61.3012,16.1534,35845,560,,35285,,12472.945417597482,,,1.5622820477053982,75203,SWE,,,578,8
Gotland,Sweden,2021-06-23 04:31:11,57.4684,18.4867,3996,51,,3945,,6695.03736219549,,,1.2762762762762765,75204,SWE,,,90,0
Halland,Sweden,2021-06-23 04:31:11,56.8967,12.8034,40821,320,,40501,,12227.42086218878,,,0.7839102422772593,75205,SWE,,,849,4
Jamtland Harjedalen,Sweden,2021-06-23 04:31:11,63.1712,14.9592,12508,121,,12387,,9561.960094793976,,,0.9673808762392068,75206,SWE,,,321,1
Jonkoping,Sweden,2021-06-23 04:31:11,57.3708,14.3439,43421,555,,42866,,11942.002040709685,,,1.278183367494991,75207,SWE,,,1216,2
Kalmar,Sweden,2021-06-23 04:31:11,57.235,16.1849,24248,245,,24003,,9879.158755897428,,,1.010392609699769,75208,SWE,,,703,2
Kronoberg,Sweden,2021-06-23 04:31:11,56.7183,14.4115,22325,318,,22007,,11081.109252540093,,,1.4244120940649496,75209,SWE,,,750,6
Norrbotten,Sweden,2021-06-23 04:31:11,66.8309,20.3992,26192,272,,25920,,10472.904079682356,,,1.0384850335980451,75210,SWE,,,1866,9
Orebro,Sweden,2021-06-23 04:31:11,59.535,15.0066,32104,342,,31762,,10532.635619494433,,,1.0652878146025415,75211,SWE,,,809,8
Ostergotland,Sweden,2021-06-23 04:31:11,58.3454,15.5198,42312,635,,41677,,9089.678729094834,,,1.5007562866326338,75212,SWE,,,1081,12
Skane,Sweden,2021-06-23 04:31:11,55.9903,13.5958,156076,1759,,154317,,11327.692083258638,,,1.127015043952946,75213,SWE,,,3342,33
Sormland,Sweden,2021-06-23 04:31:11,59.0336,16.7519,25805,468,,25337,,8672.783491295288,,,1.81360201511335,75214,SWE,,,626,14
Stockholm,Sweden,2021-06-23 04:31:11,59.6025,18.1384,254512,4354,,250158,,10706.913226768462,,,1.7107248381215816,75215,SWE,,,4457,59
Uppsala,Sweden,2021-06-23 04:31:11,60.0092,17.2715,40419,538,,39881,,10533.654059153587,,,1.3310571760805558,75216,SWE,,,901,5
Varmland,Sweden,2021-06-23 04:31:11,59.7294,13.2354,19915,212,,19703,,7051.7042356257125,,,1.0645242279688676,75217,SWE,,,1236,3
Vasterbotten,Sweden,2021-06-23 04:31:11,65.3337,16.5162,23369,181,,23188,,8599.891070745134,,,0.7745303607343061,75218,SWE,,,657,1
Vasternorrland,Sweden,2021-06-23 04:31:11,63.4276,17.7292,26827,477,,26350,,10934.309365918474,,,1.7780594177507736,75219,SWE,,,603,7
Vastmanland,Sweden,2021-06-23 04:31:11,59.6714,16.2159,27579,350,,27229,,9998.006126629085,,,1.2690815475542985,75220,SWE,,,586,3
Vastra Gotaland,Sweden,2021-06-23 04:31:11,58.2528,13.0596,189926,2377,,187549,,11004.582587096098,,,1.2515400735023114,75221,SWE,,,4564,25
Alabama,US,2021-06-23 04:31:11,32.3182,-86.9023,549013,11311,,,1,11197.068844026891,2664733,,2.060242653634796,84000001,USA,54346.98058506868,,6757,199
Alaska,US,2021-06-23 04:31:11,61.3707,-152.4044,70969,373,,,2,9701.248727009277,2345698,,0.5255815919626879,84000002,USA,320649.8574933873,,964,4
American Samoa,US,2021-06-23 04:31:11,-14.271,-170.132,0,0,,,60,0.0,2140,,,16,ASM,3846.084721698028,,0,0
Arizona,US,2021-06-23 04:31:11,33.7298,-111.4312,890533,17858,,,4,12234.752360889976,10036175,,2.005315917546009,84000004,USA,137883.8468372929,,12929,288
